*Hour,Load
125,24503.60118
126,24680.13243
127,25484.46619
128,26063.58929
129,26401.0268
130,26876.38075
131,27186.39479
132,27133.6977
133,27353.98022
134,27601.7246
135,28126.47381
136,28829.65279
137,30446.2281
138,33307.61807
139,33706.41933
140,33227.14819
141,32298.57824
142,30711.47737
143,29046.99144
144,27097.25972
145,25623.05888
146,24850.72469
147,24713.29613
148,24678.2248
149,25015.46584
150,26621.88593
151,29895.87738
152,31765.44876
153,31672.58575
154,31166.78745
155,30363.87263
156,29778.12997
157,29405.72038
158,29367.60415
159,29622.2052
160,30384.35648
161,31870.42174
162,34724.04459
163,35024.55875
164,34462.67279
165,33466.58146
166,31634.70579
167,29348.66734
168,27273.15063
169,25929.14147
170,25338.59707
171,24746.28738
172,24651.38617
173,25466.34423
174,27339.99985
175,30454.21671
176,31642.43133
177,31545.08739
178,31217.06989
179,30575.67182
180,30182.26229
181,29908.54941
182,29847.43678
183,29934.6791
184,30558.70154
185,31715.51192
186,34258.48796
187,34458.90304
188,33847.53268
189,32881.18689
190,31378.75699
191,29142.29274
192,27207.41129
193,26151.53728
194,25284.23881
195,24722.08675
196,24614.85343
197,25380.3562
198,26883.57529
199,30053.04727
200,31643.19704
201,31263.5504
202,30584.66376
203,29932.73652
204,29279.2765
205,29271.21662
206,29483.23023
207,29773.95329
208,30335.53812
209,31248.03305
210,34012.05229
211,34429.95798
212,33793.01427
213,32812.89475
214,31316.40293
215,29416.49819
216,27453.72105
217,26033.44851
218,25150.59736
219,24673.68774
220,24624.70364
221,25349.01431
222,27365.6442
223,30593.37965
224,31831.08074
225,31480.2974
226,30770.36593
227,29705.17568
228,28842.87127
229,28324.40427
230,28317.0857
231,28733.71798
232,29497.37311
233,30867.60575
234,33639.44233
235,34183.58433
236,33719.44605
237,32945.36139
238,31472.0022
239,29604.05978
240,27624.87038
241,26358.41146
242,25471.22604
243,24917.32494
244,24839.12151
245,25579.2848
246,27445.86243
247,30541.67444
248,31743.14644
249,31801.52724
250,31607.91948
251,30916.75856
252,29988.19403
253,29476.82551
254,29368.60083
255,29672.20118
256,29900.22711
257,31246.53433
258,33877.97222
259,33974.70342
260,33256.96967
261,32338.71834
262,31042.85572
263,29286.08697
264,27436.92815
265,26094.15434
266,25214.98213
267,24558.23397
268,24163.48374
269,24326.72729
270,25065.02915
271,26335.46552
272,26973.20088
273,27891.07924
274,27971.46576
275,27393.26695
276,26703.28108
277,26066.67338
278,25750.55407
279,25845.20766
280,26323.30064
281,28050.37768
282,31075.05856
283,31614.14202
284,31180.69707
285,30550.13837
286,29524.92734
287,28099.84177
288,26583.60034
289,25555.21916
290,24610.00097
291,24003.56341
292,23725.0687
293,23877.31793
294,24308.85669
295,25378.72688
296,25958.82377
297,25940.02391
298,25100.57573
299,24572.33103
300,24217.69968
301,24636.45786
302,25126.78329
303,25579.15317
304,26763.75119
305,28542.1598
306,31788.99959
307,32207.07153
308,31863.74937
309,31057.52304
310,29599.79204
311,27610.86486
312,25998.5201
313,24712.69444
314,23906.37908
315,23492.57196
316,23576.46269
317,24473.24253
318,26568.7568
319,29651.59346
320,32006.83632
321,32700.02676
322,33011.05939
323,33175.70644
324,33094.16873
325,33157.00575
326,32850.93335
327,32583.87303
328,32750.48722
329,33672.46265
330,35889.67807
331,35953.45203
332,35245.64509
333,34185.13169
334,32333.47578
335,29591.76566
336,27255.95627
337,25741.88004
338,25022.08073
339,24510.4553
340,24413.96104
341,25018.672
342,26706.89325
343,29997.08677
344,32153.53944
345,32577.78947
346,32608.51293
347,32194.88885
348,31669.89119
349,31623.89966
350,32352.91922
351,32571.3214
352,32775.53627
353,33708.03898
354,35676.82997
355,35829.40514
356,35265.26684
357,34249.7341
358,32216.7853
359,29571.28804
360,27546.35962
361,26142.17218
362,25069.66442
363,24424.06003
364,24302.89295
365,24704.35144
366,26422.44344
367,29605.28041
368,31545.14714
369,31428.38534
370,31020.47073
371,30999.87103
372,31035.3846
373,31166.03689
374,31554.29255
375,31712.28771
376,31936.58283
377,32967.7335
378,35070.68547
379,35239.96948
380,34599.46116
381,33435.57722
382,31555.67986
383,28998.41786
384,26786.06535
385,25664.24349
386,24649.56189
387,24026.8512
388,23892.94205
389,24658.06821
390,26279.14747
391,29123.55312
392,31226.92799
393,31714.27156
394,32015.04842
395,32151.16407
396,32040.77262
397,31758.32976
398,31610.43305
399,31722.04241
400,31812.82751
401,32358.61103
402,34405.82159
403,34602.09973
404,33874.30898
405,32861.84858
406,31156.283
407,28953.35799
408,27089.49529
409,25763.35153
410,24737.38935
411,24124.85876
412,24036.02982
413,24625.02681
414,26428.77782
415,29551.72312
416,30943.47929
417,30452.01052
418,30081.02745
419,29663.46431
420,29303.02088
421,28855.73289
422,28393.4982
423,28010.11653
424,28502.70664
425,30057.61041
426,32591.21076
427,33135.02585
428,32461.20536
429,31646.76395
430,30467.49967
431,29074.95791
432,27264.43608
433,25786.29941
434,24743.75078
435,24052.09003
436,23722.26423
437,23910.00815
438,24661.37189
439,25979.93585
440,26525.35551
441,26417.87679
442,25814.47133
443,25165.79748
444,24588.294
445,24278.74172
446,24735.23681
447,25190.22032
448,25772.43864
449,27405.24563
450,29946.89796
451,30622.72242
452,30106.05655
453,29537.74808
454,28693.98816
455,27285.42675
456,25699.04327
457,24496.3756
458,23552.68631
459,22971.34673
460,22619.03717
461,22717.61237
462,23210.99768
463,24194.53633
464,24696.87101
465,25300.19554
466,25318.1828
467,24974.59384
468,24640.74853
469,24690.41524
470,24965.91838
471,25449.59717
472,26181.02441
473,27263.29477
474,30215.68908
475,30753.18452
476,30464.20887
477,29882.45557
478,28905.42363
479,27286.52235
480,25683.70989
481,24555.27042
482,23807.63924
483,23318.66494
484,23321.40634
485,24048.94657
486,25676.13325
487,28106.31721
488,29284.4164
489,29214.21765
490,28611.38483
491,27799.06894
492,27299.06689
493,27169.92392
494,27475.90003
495,27780.0296
496,28516.4823
497,30177.25661
498,33416.73287
499,34466.38395
500,33977.60046
501,33149.38238
502,31445.97814
503,29106.88891
504,27348.03456
505,26244.09119
506,25352.68161
507,24871.64282
508,24968.03972
509,25809.67877
510,27696.40797
511,31121.72938
512,32593.84015
513,31419.25483
514,29800.25272
515,28748.92913
516,28119.21741
517,27998.69924
518,28226.82017
519,28263.08598
520,28833.54371
521,30447.01117
522,33510.06049
523,34859.06379
524,34431.89562
525,33634.77648
526,32012.54248
527,29648.16198
528,27661.74732
529,26732.48952
530,25836.72404
531,25354.02601
532,25318.3952
533,25941.62343
534,27695.64587
535,31154.27142
536,32878.61503
537,31650.9533
538,29940.42743
539,29030.10768
540,28316.03504
541,27928.2832
542,28027.91282
543,27994.00923
544,28637.52325
545,30526.91177
546,33445.83409
547,34489.18789
548,34099.51879
549,33382.42163
550,31718.76622
551,29443.57371
552,27445.54273
553,26382.88405
554,25492.59331
555,25005.21759
556,25001.95016
557,25811.00954
558,27931.02043
559,31092.71989
560,32478.02382
561,31457.59585
562,30444.11287
563,28858.43059
564,28218.60893
565,28076.08825
566,28314.61051
567,28458.83857
568,28887.42893
569,30562.24081
570,33209.17285
571,34030.9468
572,33329.78441
573,32534.44384
574,31130.95513
575,29021.82676
576,27300.80198
577,25965.2351
578,25120.35826
579,24639.19726
580,24630.28134
581,25437.9991
582,27390.83748
583,30452.0972
584,32009.26382
585,31145.36609
586,29893.54814
587,28786.06485
588,27766.98318
589,27197.74692
590,27466.60696
591,28103.84628
592,28485.4114
593,29772.76466
594,32569.35166
595,33193.42543
596,32407.34946
597,31613.87324
598,30272.89808
599,28604.82267
600,26852.72587
601,25355.0538
602,24345.07209
603,23711.70763
604,23455.88091
605,23880.75266
606,25006.72893
607,26321.5466
608,26727.41491
609,26664.28636
610,25971.32456
611,25947.64684
612,25532.02477
613,25297.04587
614,25305.87856
615,25460.81269
616,26101.87027
617,27339.01697
618,30046.14036
619,30854.39263
620,30288.97867
621,29550.32344
622,28385.07873
623,27007.04762
624,25405.51379
625,24475.24048
626,23646.95229
627,23081.21074
628,22860.98053
629,22919.07354
630,23516.02538
631,24528.07759
632,25016.29347
633,24676.37798
634,23888.92217
635,23434.65213
636,22926.65037
637,22550.16189
638,23206.13039
639,23672.21428
640,24669.00191
641,26538.11859
642,29559.52035
643,31032.81957
644,30571.71803
645,29740.35107
646,28285.28508
647,26660.9374
648,25138.60505
649,23906.18038
650,23187.93466
651,23298.2874
652,23423.52554
653,24228.18122
654,25674.12797
655,28961.3574
656,30575.93353
657,30698.79221
658,30364.50042
659,30083.64857
660,29462.89581
661,28929.94336
662,28779.91655
663,28630.30153
664,29545.85689
665,30711.62208
666,33123.93161
667,33897.98671
668,33206.83449
669,32131.00292
670,30869.16189
671,28581.65126
672,26628.498
673,25484.77922
674,24783.48704
675,24390.46025
676,24328.08857
677,24468.10096
678,26202.05527
679,28879.45841
680,30498.12482
681,30415.39388
682,29867.48707
683,29059.08643
684,28507.75291
685,27955.7023
686,28207.48316
687,28487.775
688,29338.33244
689,30289.90449
690,32715.32144
691,33740.61313
692,33076.5395
693,32115.67851
694,30311.01882
695,28137.57135
696,26081.59286
697,25014.99533
698,24396.85308
699,23859.4848
700,23798.20722
701,24486.75483
702,26400.24874
703,29143.1494
704,30749.60114
705,30513.1593
706,29971.94854
707,29140.53204
708,28372.54357
709,27758.16679
710,27278.77454
711,27657.97974
712,28714.40536
713,30263.13615
714,32705.85163
715,33730.79767
716,33160.24833
717,32125.88966
718,30344.59108
719,28014.2674
720,26206.21371
721,25054.00465
722,24141.99343
723,23665.70661
724,23595.13372
725,24218.87256
726,25854.32434
727,28889.21421
728,30590.66229
729,30440.10798
730,30295.27432
731,30091.0022
732,29634.83634
733,29565.93649
734,29775.47333
735,29216.57721
736,29493.18643
737,30664.94771
738,32883.4389
739,34047.03448
740,33500.76659
741,32553.14156
742,30902.87409
743,28729.69377
744,26922.11942
745,25400.66141
746,24457.21583
747,23913.90443
748,23856.05246
749,24493.85154
750,26071.5583
751,29153.4315
752,30511.13646
753,30049.04531
754,29615.51414
755,29443.48858
756,29108.33206
757,28936.73649
758,29036.03728
759,29254.70142
760,29997.9932
761,31079.0845
762,32934.57012
763,33389.34799
764,32644.57148
765,31713.00006
766,30335.08311
767,28385.32253
768,26474.10531
769,25137.50773
770,24121.89506
771,23848.03959
772,23496.4501
773,23622.89829
774,24351.01717
775,25528.20099
776,26456.31764
777,27471.30262
778,28288.50836
779,28903.87462
780,28666.69314
781,28166.16651
782,27922.7821
783,27949.9284
784,28067.02443
785,28639.32147
786,30849.67629
787,31861.33365
788,31365.34366
789,30607.3501
790,29892.3113
791,28396.90228
792,26699.56477
793,25508.73358
794,24531.42018
795,23865.42705
796,23459.30109
797,23503.51901
798,24044.09462
799,24905.84905
800,25522.92297
801,26455.07963
802,27132.75372
803,27161.53916
804,27751.01769
805,27406.67862
806,27270.10148
807,27267.24028
808,27345.97136
809,27843.74161
810,29696.80199
811,30735.05029
812,30744.0252
813,30457.04486
814,29346.80537
815,27446.76267
816,25775.51559
817,24709.28125
818,23993.08026
819,23685.65405
820,23752.77792
821,24585.529
822,26560.57388
823,29437.92461
824,31226.83448
825,31369.52985
826,31626.30985
827,31603.11011
828,31612.42994
829,31046.29935
830,30702.36764
831,30306.05803
832,30613.30674
833,31699.38414
834,34187.39642
835,35439.73396
836,34928.90258
837,34011.87611
838,32243.74228
839,29981.1348
840,28045.20887
841,26810.273
842,25979.85405
843,25518.23479
844,25351.94107
845,25666.79816
846,27679.89799
847,30864.1589
848,32412.40605
849,32189.45799
850,31249.07526
851,30192.91495
852,29853.24934
853,29536.78815
854,29172.72232
855,28712.81584
856,29227.65927
857,30667.09476
858,33781.47815
859,35766.17475
860,35563.78467
861,34942.02641
862,33214.44955
863,31061.38657
864,28865.01374
865,27571.3984
866,26680.91123
867,26188.56543
868,26204.91255
869,27098.55216
870,29391.26481
871,32658.58235
872,33921.64661
873,32489.24199
874,30852.13794
875,29357.83324
876,28203.42378
877,27624.87974
878,27690.10294
879,27786.89279
880,28446.32299
881,30261.48583
882,32884.60813
883,35520.52046
884,35374.18671
885,34784.63964
886,33273.11043
887,31039.50026
888,28971.30375
889,27763.13721
890,26743.03603
891,26405.69623
892,26440.18579
893,27377.97282
894,29596.4652
895,32962.61347
896,34034.89485
897,32843.48769
898,31256.93744
899,29836.82949
900,28896.85508
901,28424.41711
902,28323.49068
903,28405.04912
904,28912.54044
905,30365.91926
906,33199.76605
907,35208.99956
908,35068.9336
909,34521.56201
910,32982.64401
911,30791.93717
912,28643.22602
913,26970.29446
914,26323.93477
915,26007.71481
916,26023.94565
917,26895.1836
918,28929.45704
919,32134.40791
920,32880.22032
921,31961.35597
922,31026.03525
923,29676.25632
924,28858.91807
925,28558.63625
926,28856.38036
927,28812.26039
928,29574.06828
929,30763.66337
930,32903.79101
931,34219.00891
932,33750.36108
933,33036.01104
934,31709.11288
935,29935.33953
936,28002.44355
937,27014.50788
938,26148.34934
939,25456.07132
940,25135.0089
941,25336.50895
942,26147.3471
943,27477.47565
944,28121.51005
945,28782.85641
946,28253.0523
947,27900.1579
948,27156.13282
949,26736.85774
950,26293.40137
951,26048.14092
952,26263.90624
953,27669.42971
954,30295.56051
955,32029.4468
956,31617.97645
957,31096.94506
958,30239.10966
959,28970.91159
960,27272.57224
961,26108.10339
962,25236.3487
963,24711.29934
964,24413.80702
965,24508.27904
966,25082.77894
967,26197.8877
968,26474.45494
969,26726.50712
970,26397.08406
971,26002.85003
972,25671.26283
973,25579.99786
974,25265.56683
975,25248.68895
976,26129.94268
977,27904.49046
978,30827.92828
979,32945.47623
980,32751.21747
981,32118.54847
982,30897.24974
983,29006.51143
984,27452.97229
985,26366.5718
986,25683.89632
987,25449.25372
988,25658.23477
989,26553.25949
990,28505.37235
991,31579.58375
992,32677.62891
993,31673.72052
994,30066.43776
995,28789.5569
996,27831.19852
997,27682.20815
998,27611.50421
999,27797.97106
1000,28765.13562
1001,30113.62197
1002,33189.61109
1003,35504.47717
1004,35174.408
1005,34434.94813
1006,32802.61572
1007,30374.72528
1008,28321.95049
1009,27347.79773
1010,26475.16517
1011,26050.06409
1012,26089.9307
1013,26996.83073
1014,28843.66569
1015,32230.38312
1016,33272.46414
1017,32269.45654
1018,31291.23507
1019,30852.3442
1020,30086.4774
1021,29985.68248
1022,30491.18669
1023,30752.15512
1024,31117.66441
1025,32046.50425
1026,34319.24196
1027,35572.98203
1028,35082.87349
1029,34208.31113
1030,32491.51306
1031,29998.6637
1032,28146.39485
1033,26807.98997
1034,25802.36371
1035,25149.22672
1036,25015.69853
1037,25706.89469
1038,27598.597
1039,30452.57452
1040,32368.49858
1041,32698.14833
1042,32623.90635
1043,32184.95489
1044,32277.00559
1045,32154.81167
1046,32080.46014
1047,31999.94376
1048,32234.63486
1049,32946.99278
1050,34819.03656
1051,35713.17808
1052,35185.32889
1053,34181.67749
1054,32395.92944
1055,29859.9719
1056,27916.69457
1057,26468.84828
1058,25499.79154
1059,24880.37724
1060,24758.76474
1061,25351.61096
1062,27086.80755
1063,29619.21463
1064,31440.21782
1065,31969.94641
1066,32469.34826
1067,32674.37473
1068,32418.23982
1069,31857.57112
1070,31139.21695
1071,30068.07084
1072,29744.53519
1073,30742.36202
1074,32889.12232
1075,34349.57485
1076,33963.84245
1077,33086.98031
1078,31508.04879
1079,29369.56862
1080,27709.01768
1081,26327.05579
1082,25369.99188
1083,24749.52151
1084,24680.2374
1085,25258.92523
1086,27031.63908
1087,29620.69519
1088,30890.06419
1089,30786.79722
1090,30189.57426
1091,29453.26501
1092,29327.30776
1093,29137.24477
1094,28848.44012
1095,29013.16082
1096,29607.36944
1097,31021.6331
1098,33289.58071
1099,34311.11151
1100,33681.757
1101,32841.39954
1102,31741.72818
1103,29718.80759
1104,28153.55371
1105,26856.33032
1106,25769.07253
1107,25125.37097
1108,24937.87294
1109,25168.15291
1110,26004.07239
1111,27138.94179
1112,27706.57219
1113,27371.80888
1114,26580.66881
1115,25813.88265
1116,24947.7819
1117,24863.18939
1118,24552.78596
1119,24484.57089
1120,25400.98169
1121,26896.88612
1122,29668.74303
1123,31716.39851
1124,31609.91898
1125,31278.44264
1126,30288.60575
1127,28779.1958
1128,26902.13716
1129,25951.59265
1130,25079.86631
1131,24690.41064
1132,24614.24103
1133,24535.63817
1134,24817.29507
1135,25730.11287
1136,25822.72312
1137,25896.20627
1138,25221.32234
1139,24927.58644
1140,24419.45971
1141,24414.98067
1142,24355.15737
1143,24975.08317
1144,26020.43061
1145,27178.50047
1146,29923.77578
1147,32342.74865
1148,32311.34331
1149,31728.37167
1150,30624.72734
1151,29073.51335
1152,27762.90131
1153,26679.54649
1154,25819.9438
1155,25584.75998
1156,25556.41499
1157,26184.77865
1158,27553.67937
1159,29694.43904
1160,30244.61254
1161,29527.89114
1162,28873.97977
1163,28413.02654
1164,27456.89361
1165,26894.73568
1166,26902.33757
1167,27574.85743
1168,28185.63188
1169,29401.5576
1170,32332.22395
1171,34661.97467
1172,34957.35181
1173,34436.72279
1174,32755.78784
1175,30434.10576
1176,28446.02246
1177,27238.4819
1178,26540.8064
1179,26223.14036
1180,26418.52878
1181,27458.49251
1182,29757.15474
1183,32971.79966
1184,34238.28346
1185,32479.49181
1186,30987.93339
1187,29681.31083
1188,28559.45727
1189,27774.81672
1190,27656.53608
1191,27812.09644
1192,28219.91808
1193,29550.03023
1194,32636.74113
1195,35336.36596
1196,35682.68456
1197,35039.34184
1198,33381.5824
1199,30824.26593
1200,28722.28689
1201,27897.85259
1202,26897.4145
1203,26461.36425
1204,26511.84006
1205,27431.72313
1206,29211.51255
1207,32315.54659
1208,33284.91683
1209,32697.17115
1210,31445.39369
1211,31159.6805
1212,30964.0607
1213,30605.17975
1214,30561.0875
1215,30546.73098
1216,30575.80431
1217,32009.95175
1218,34279.85487
1219,36506.04704
1220,36359.6649
1221,35601.84614
1222,33881.29906
1223,31302.86674
1224,29055.02376
1225,27618.25463
1226,26960.56768
1227,26511.77914
1228,26513.41485
1229,26871.7714
1230,29050.54625
1231,32228.94117
1232,33420.45752
1233,32526.73877
1234,31368.73673
1235,30397.94577
1236,29995.32316
1237,29447.80274
1238,29508.1107
1239,29897.12437
1240,30584.46755
1241,31383.93778
1242,33864.18167
1243,36286.82104
1244,36293.52488
1245,35697.36415
1246,34182.82124
1247,31589.43267
1248,29533.56933
1249,28244.18066
1250,27317.80477
1251,26860.46126
1252,26999.24883
1253,27851.5215
1254,29982.19046
1255,33042.63227
1256,33502.50077
1257,31796.6463
1258,30041.81755
1259,28796.39538
1260,27691.14957
1261,26776.04023
1262,26475.19919
1263,26666.48951
1264,27488.60662
1265,28850.65363
1266,31756.62211
1267,34207.49719
1268,34214.32006
1269,33660.32984
1270,32741.52231
1271,30918.89032
1272,29307.96426
1273,27723.29314
1274,26869.36545
1275,26299.88914
1276,26176.52367
1277,26414.73933
1278,27453.90594
1279,28676.31364
1280,28528.69056
1281,28157.67084
1282,27529.41629
1283,26371.92601
1284,25328.36264
1285,24783.98283
1286,24419.02421
1287,24651.54015
1288,25278.29937
1289,26560.95222
1290,29559.45154
1291,31873.68424
1292,31655.76356
1293,31119.22289
1294,30132.02875
1295,28724.13343
1296,27249.43026
1297,25829.40004
1298,24958.82292
1299,24830.61986
1300,24642.81386
1301,24735.55899
1302,25353.29444
1303,26233.31284
1304,26223.80902
1305,25636.27723
1306,24841.07994
1307,23707.60739
1308,22755.46911
1309,22373.42617
1310,22366.71886
1311,22952.50879
1312,24415.29104
1313,26115.426
1314,29168.58924
1315,31600.21646
1316,31463.08054
1317,30693.00465
1318,29352.99525
1319,27458.20599
1320,25836.73251
1321,25181.88345
1322,24695.96591
1323,24396.0893
1324,24519.26557
1325,25346.83466
1326,27160.80572
1327,30078.17498
1328,30990.16035
1329,30029.77922
1330,29413.64096
1331,28700.84216
1332,28358.84188
1333,28326.76986
1334,28734.06644
1335,28972.88423
1336,29443.72166
1337,30615.43328
1338,32665.5673
1339,34767.47956
1340,34386.60946
1341,33433.11553
1342,31711.15719
1343,29392.61478
1344,27685.37772
1345,26407.73123
1346,25526.32894
1347,25108.58395
1348,25053.61733
1349,25811.84215
1350,27247.80655
1351,29986.8642
1352,30830.66566
1353,30454.92028
1354,29904.54233
1355,29668.0619
1356,29843.57811
1357,29723.6696
1358,29368.81908
1359,29734.91764
1360,30101.97955
1361,30869.18955
1362,32947.74882
1363,34827.45071
1364,34344.71686
1365,33329.34998
1366,31613.76323
1367,29345.62752
1368,27549.38198
1369,26167.78003
1370,25397.34636
1371,24861.28483
1372,24702.87747
1373,24875.57122
1374,26651.30779
1375,29529.49573
1376,30698.34972
1377,29971.72227
1378,29065.2443
1379,28177.22129
1380,28209.54526
1381,27938.99164
1382,28203.28493
1383,28472.8814
1384,28732.92217
1385,29609.508
1386,31586.76845
1387,33508.97328
1388,33359.62423
1389,32722.15239
1390,31131.06049
1391,29030.98618
1392,27396.69667
1393,25882.83528
1394,24929.11974
1395,24423.32313
1396,24366.43992
1397,24892.15144
1398,26279.61837
1399,28850.98102
1400,29499.42065
1401,29290.43396
1402,28868.36144
1403,28081.1474
1404,27205.09886
1405,26584.41009
1406,26239.26061
1407,26307.22578
1408,27026.92352
1409,28570.94655
1410,30942.56888
1411,33409.61093
1412,33186.98493
1413,32467.2072
1414,30879.60717
1415,28573.42927
1416,26837.66928
1417,25404.15077
1418,24560.06866
1419,24135.54237
1420,23865.03363
1421,24152.6395
1422,25879.5838
1423,28360.56409
1424,29573.39593
1425,29475.86295
1426,28779.33719
1427,27898.82705
1428,27695.74343
1429,27904.75442
1430,27930.3584
1431,27540.11605
1432,27908.67222
1433,28974.2006
1434,30707.23054
1435,32575.63511
1436,32320.37535
1437,31580.15992
1438,30336.60193
1439,28366.51862
1440,26497.97475
1441,25477.27967
1442,24795.75202
1443,24071.138
1444,23833.0947
1445,23984.82444
1446,24682.48235
1447,25568.58093
1448,26212.34571
1449,27120.41107
1450,27505.50096
1451,27643.21119
1452,27671.15228
1453,27415.88841
1454,27102.66878
1455,26623.76883
1456,26735.41663
1457,27320.18926
1458,29251.66519
1459,31077.96258
1460,30777.67595
1461,29990.9504
1462,28915.83577
1463,27522.92315
1464,25944.87648
1465,25217.10833
1466,24323.35744
1467,23690.86055
1468,23287.55815
1469,23172.34998
1470,23588.47671
1471,24137.9249
1472,24273.5871
1473,24492.53868
1474,24450.21026
1475,24612.27594
1476,24784.23485
1477,24295.76838
1478,24377.62888
1479,24512.62724
1480,24879.95171
1481,26378.762
1482,28493.89838
1483,30880.94991
1484,30790.04397
1485,29988.15574
1486,28835.07402
1487,26808.30226
1488,25048.08899
1489,24119.03364
1490,23584.51543
1491,23239.5267
1492,23246.17113
1493,24063.1029
1494,25884.8992
1495,28606.14479
1496,29636.51978
1497,29199.32276
1498,28725.90999
1499,28919.42657
1500,29099.68885
1501,29081.62147
1502,29031.40496
1503,28726.05509
1504,28964.76613
1505,29762.27562
1506,31521.2575
1507,33838.61032
1508,33672.39837
1509,32805.91514
1510,31178.87894
1511,29004.9653
1512,27170.13793
1513,26335.82327
1514,25425.08981
1515,24958.00152
1516,24961.96544
1517,25576.57517
1518,27120.60526
1519,29816.98889
1520,30990.01332
1521,30540.28709
1522,30129.74206
1523,30292.76711
1524,30408.66458
1525,29891.693
1526,30445.85173
1527,30962.60937
1528,30478.47174
1529,31137.59771
1530,33082.85561
1531,34570.94752
1532,34161.51794
1533,33294.98884
1534,31571.82815
1535,29250.62965
1536,27616.20003
1537,26255.86471
1538,25300.06886
1539,24789.08008
1540,24583.55799
1541,25303.21303
1542,26738.08191
1543,29553.02908
1544,30883.61323
1545,30962.24999
1546,30835.55335
1547,30823.65827
1548,30617.75156
1549,30254.75709
1550,29950.31905
1551,29524.64073
1552,29961.3085
1553,30960.84264
1554,32825.1732
1555,34572.76527
1556,34406.05923
1557,33389.8165
1558,31715.45203
1559,29243.69114
1560,27670.70781
1561,26343.01549
1562,25372.61946
1563,24774.82538
1564,24715.44871
1565,25334.93355
1566,26910.14754
1567,29549.41629
1568,30405.92866
1569,29799.96713
1570,29145.39112
1571,28732.80262
1572,28353.77813
1573,28070.30646
1574,28207.268
1575,28447.83548
1576,28943.00283
1577,29825.14064
1578,31776.35623
1579,34132.60438
1580,34032.65065
1581,33174.68443
1582,31751.31689
1583,29473.6608
1584,27501.26569
1585,26312.81729
1586,25300.54902
1587,24812.35772
1588,24948.86444
1589,25588.3883
1590,27479.62279
1591,30003.72959
1592,30739.50723
1593,29694.38346
1594,28813.32572
1595,27684.61951
1596,26706.0151
1597,26069.90126
1598,26193.28735
1599,26323.69811
1600,27017.79765
1601,28512.4139
1602,31110.25055
1603,33741.81863
1604,33796.63162
1605,33160.82583
1606,31920.51563
1607,30057.79227
1608,28753.85132
1609,27288.30109
1610,26316.14349
1611,25664.09804
1612,25692.96535
1613,25816.31445
1614,26597.12994
1615,27317.53493
1616,27415.94636
1617,27104.21982
1618,26909.34027
1619,26874.62168
1620,26282.46204
1621,25428.18944
1622,25241.3613
1623,25753.89184
1624,26506.15926
1625,27365.45567
1626,29597.69971
1627,32061.48774
1628,31925.29246
1629,31278.81745
1630,30343.67529
1631,28801.72221
1632,27121.378
1633,26375.76084
1634,25296.35283
1635,25296.35283
1636,24817.58153
1637,24184.85657
1638,24536.84137
1639,25380.69912
1640,25957.74817
1641,26130.45501
1642,25781.1644
1643,24675.88033
1644,24369.54379
1645,23931.77777
1646,23498.53401
1647,23423.09383
1648,23944.44038
1649,24570.14051
1650,26737.30999
1651,29141.38167
1652,31634.24531
1653,31799.65793
1654,30808.51057
1655,29005.0581
1656,27193.64101
1657,26048.11031
1658,25102.04414
1659,24639.72784
1660,24756.29962
1661,25366.66376
1662,27088.98952
1663,30453.97437
1664,32683.87028
1665,32351.99448
1666,31335.83969
