"Scenario","Technology","Hour","Charging power (MW)","Disharging power (MW)","State of charge (MWh)"
"1","Li-Ion","31",0.00000,0.00000,0.00000
"1","CAES","31",3346.51636,0.00000,79102.38593
"1","PHS","31",0.00000,0.00000,29776.95487
"1","H2","31",2134.95594,0.00000,1335345.92524
"1","Li-Ion","32",0.00000,0.00000,0.00000
"1","CAES","32",3346.51636,0.00000,81763.09443
"1","PHS","32",3693.58740,0.00000,33043.22242
"1","H2","32",3701.26471,0.00000,1337801.06649
"1","Li-Ion","33",3226.36238,0.00000,2992.00539
"1","CAES","33",3346.51636,0.00000,84423.80294
"1","PHS","33",3693.58740,0.00000,36309.48997
"1","H2","33",3701.26471,0.00000,1340256.20775
"1","Li-Ion","34",0.00000,0.00000,2992.00539
"1","CAES","34",3346.51636,0.00000,87084.51145
"1","PHS","34",3693.58740,0.00000,39575.75752
"1","H2","34",3701.26471,0.00000,1342711.34901
"1","Li-Ion","35",0.00000,0.00000,2992.00539
"1","CAES","35",3346.51636,0.00000,89745.21996
"1","PHS","35",3693.58740,0.00000,42842.02508
"1","H2","35",3701.26471,0.00000,1345166.49027
"1","Li-Ion","36",3035.56706,0.00000,5807.07447
"1","CAES","36",3346.51636,0.00000,92405.92847
"1","PHS","36",3693.58740,0.00000,46108.29263
"1","H2","36",3701.26471,0.00000,1347621.63152
"1","Li-Ion","37",0.00000,0.00000,5807.07447
"1","CAES","37",3346.51636,0.00000,95066.63698
"1","PHS","37",3693.58740,0.00000,49374.56018
"1","H2","37",3701.26471,0.00000,1350076.77278
"1","Li-Ion","38",3226.36238,0.00000,8799.07986
"1","CAES","38",3346.51636,0.00000,97727.34549
"1","PHS","38",3693.58740,0.00000,52640.82773
"1","H2","38",3701.26471,0.00000,1352531.91404
"1","Li-Ion","39",0.00000,0.00000,8799.07986
"1","CAES","39",3346.51636,0.00000,100388.05400
"1","PHS","39",3693.58740,0.00000,55907.09529
"1","H2","39",3197.64158,0.00000,1354652.98950
"1","Li-Ion","40",0.00000,0.00000,8799.07986
"1","CAES","40",0.00000,0.00000,100388.05400
"1","PHS","40",0.00000,0.00000,55907.09529
"1","H2","40",0.00000,713.49536,1353577.35477
"1","Li-Ion","41",0.00000,0.00000,8799.07986
"1","CAES","41",0.00000,1825.32246,98092.24766
"1","PHS","41",0.00000,3693.58740,51730.28256
"1","H2","41",0.00000,0.00000,1353577.35477
"1","Li-Ion","42",0.00000,0.00000,8799.07986
"1","CAES","42",0.00000,0.00000,98092.24766
"1","PHS","42",0.00000,0.00000,51730.28256
"1","H2","42",0.00000,6467.72681,1343826.88973
"1","Li-Ion","43",0.00000,0.00000,8799.07986
"1","CAES","43",0.00000,0.00000,98092.24766
"1","PHS","43",0.00000,0.00000,51730.28256
"1","H2","43",0.00000,6594.98643,1333884.57361
"1","Li-Ion","44",0.00000,0.00000,8799.07986
"1","CAES","44",0.00000,0.00000,98092.24766
"1","PHS","44",0.00000,3693.58740,47553.46983
"1","H2","44",0.00000,5268.16666,1325942.51354
"1","Li-Ion","45",0.00000,3226.36238,5320.00382
"1","CAES","45",0.00000,0.00000,98092.24766
"1","PHS","45",0.00000,0.00000,47553.46983
"1","H2","45",0.00000,7587.21983,1314504.34929
"1","Li-Ion","46",0.00000,0.00000,5320.00382
"1","CAES","46",0.00000,0.00000,98092.24766
"1","PHS","46",0.00000,0.00000,47553.46983
"1","H2","46",0.00000,10448.33220,1298752.89584
"1","Li-Ion","47",0.00000,0.00000,5320.00382
"1","CAES","47",0.00000,0.00000,98092.24766
"1","PHS","47",0.00000,3693.58740,43376.65711
"1","H2","47",0.00000,6622.25454,1288769.47148
"1","Li-Ion","48",0.00000,0.00000,5320.00382
"1","CAES","48",0.00000,0.00000,98092.24766
"1","PHS","48",0.00000,0.00000,43376.65711
"1","H2","48",0.00000,10303.37949,1273236.54247
"1","Li-Ion","49",0.00000,0.00000,5320.00382
"1","CAES","49",0.00000,10531.74794,84845.90119
"1","PHS","49",0.00000,0.00000,43376.65711
"1","H2","49",0.00000,240.26118,1272874.33511
"1","Li-Ion","50",0.00000,0.00000,5320.00382
"1","CAES","50",0.00000,0.00000,84845.90119
"1","PHS","50",0.00000,0.00000,43376.65711
"1","H2","50",0.00000,9565.49819,1258453.80401
"1","Li-Ion","51",0.00000,0.00000,5320.00382
"1","CAES","51",0.00000,0.00000,84845.90119
"1","PHS","51",0.00000,0.00000,43376.65711
"1","H2","51",0.00000,7205.18200,1247591.58344
"1","Li-Ion","52",0.00000,0.00000,5320.00382
"1","CAES","52",0.00000,0.00000,84845.90119
"1","PHS","52",0.00000,3693.58740,39199.84438
"1","H2","52",0.00000,3149.94456,1242842.86335
"1","Li-Ion","53",0.00000,0.00000,5320.00382
"1","CAES","53",0.00000,0.00000,84845.90119
"1","PHS","53",0.00000,0.00000,39199.84438
"1","H2","53",0.00000,8522.57534,1229994.59759
"1","Li-Ion","54",0.00000,3226.36238,1840.92779
"1","CAES","54",0.00000,0.00000,84845.90119
"1","PHS","54",0.00000,0.00000,39199.84438
"1","H2","54",0.00000,5848.32359,1221177.91804
"1","Li-Ion","55",0.00000,0.00000,1840.92779
"1","CAES","55",0.00000,0.00000,84845.90119
"1","PHS","55",0.00000,0.00000,39199.84438
"1","H2","55",0.00000,7673.38184,1209609.85965
"1","Li-Ion","56",1613.16052,0.00000,3336.91132
"1","CAES","56",0.00000,0.00000,84845.90119
"1","PHS","56",0.00000,0.00000,39199.84438
"1","H2","56",0.00000,0.00000,1209609.85965
"1","Li-Ion","57",3226.36238,0.00000,6328.91671
"1","CAES","57",0.00000,0.00000,84845.90119
"1","PHS","57",1985.26601,0.00000,40955.43028
"1","H2","57",0.00000,0.00000,1209609.85965
"1","Li-Ion","58",1242.35689,0.00000,7481.03109
"1","CAES","58",0.00000,0.00000,84845.90119
"1","PHS","58",0.00000,0.00000,40955.43028
"1","H2","58",0.00000,0.00000,1209609.85965
"1","Li-Ion","59",0.00000,855.64440,6558.36601
"1","CAES","59",0.00000,0.00000,84845.90119
"1","PHS","59",0.00000,0.00000,40955.43028
"1","H2","59",0.00000,0.00000,1209609.85965
"1","Li-Ion","60",0.00000,0.00000,6558.36601
"1","CAES","60",0.00000,0.00000,84845.90119
"1","PHS","60",0.00000,0.00000,40955.43028
"1","H2","60",0.00000,812.55432,1208384.88793
"1","Li-Ion","61",0.00000,276.07869,6260.66270
"1","CAES","61",0.00000,0.00000,84845.90119
"1","PHS","61",0.00000,0.00000,40955.43028
"1","H2","61",0.00000,0.00000,1208384.88793
"1","Li-Ion","62",0.00000,0.00000,6260.66270
"1","CAES","62",0.00000,0.00000,84845.90119
"1","PHS","62",0.00000,0.00000,40955.43028
"1","H2","62",0.00000,1238.72483,1206517.43998
"1","Li-Ion","63",0.00000,0.00000,6260.66270
"1","CAES","63",0.00000,0.00000,84845.90119
"1","PHS","63",0.00000,0.00000,40955.43028
"1","H2","63",0.00000,4373.06979,1199924.78922
"1","Li-Ion","64",0.00000,0.00000,6260.66270
"1","CAES","64",0.00000,0.00000,84845.90119
"1","PHS","64",0.00000,3693.58740,36778.61755
"1","H2","64",0.00000,8277.25435,1187446.35878
"1","Li-Ion","65",0.00000,0.00000,6260.66270
"1","CAES","65",0.00000,2804.39109,81318.66750
"1","PHS","65",0.00000,2363.83980,34105.52089
"1","H2","65",0.00000,10740.41045,1171254.58080
"1","Li-Ion","66",0.00000,0.00000,6260.66270
"1","CAES","66",0.00000,2607.06611,78039.62007
"1","PHS","66",0.00000,3693.58740,29928.70816
"1","H2","66",0.00000,10740.41045,1155062.80281
"1","Li-Ion","67",0.00000,0.00000,6260.66270
"1","CAES","67",0.00000,3201.92492,74012.38669
"1","PHS","67",0.00000,3693.58740,25751.89543
"1","H2","67",0.00000,10740.41045,1138871.02483
"1","Li-Ion","68",0.00000,0.00000,6260.66270
"1","CAES","68",0.00000,6045.41372,66408.74434
"1","PHS","68",0.00000,0.00000,25751.89543
"1","H2","68",0.00000,10740.41045,1122679.24684
"1","Li-Ion","69",0.00000,0.00000,6260.66270
"1","CAES","69",0.00000,2394.34732,63397.24478
"1","PHS","69",0.00000,3693.58740,21575.08270
"1","H2","69",0.00000,10740.41045,1106487.46886
"1","Li-Ion","70",0.00000,3226.36238,2781.58667
"1","CAES","70",0.00000,10531.74794,50150.89831
"1","PHS","70",0.00000,0.00000,21575.08270
"1","H2","70",0.00000,2493.03773,1102729.07307
"1","Li-Ion","71",0.00000,0.00000,2781.58667
"1","CAES","71",0.00000,0.00000,50150.89831
"1","PHS","71",0.00000,3693.58740,17398.26998
"1","H2","71",0.00000,10308.25495,1087188.79402
"1","Li-Ion","72",0.00000,0.00000,2781.58667
"1","CAES","72",0.00000,0.00000,50150.89831
"1","PHS","72",0.00000,0.00000,17398.26998
"1","H2","72",0.00000,10648.82958,1071135.07939
"1","Li-Ion","73",0.00000,0.00000,2781.58667
"1","CAES","73",0.00000,0.00000,50150.89831
"1","PHS","73",0.00000,0.00000,17398.26998
"1","H2","73",0.00000,8412.88084,1058452.18432
"1","Li-Ion","74",0.00000,0.00000,2781.58667
"1","CAES","74",0.00000,0.00000,50150.89831
"1","PHS","74",0.00000,0.00000,17398.26998
"1","H2","74",0.00000,6609.58513,1048487.85982
"1","Li-Ion","75",0.00000,0.00000,2781.58667
"1","CAES","75",0.00000,0.00000,50150.89831
"1","PHS","75",0.00000,0.00000,17398.26998
"1","H2","75",0.00000,5674.11554,1039933.80879
"1","Li-Ion","76",0.00000,0.00000,2781.58667
"1","CAES","76",0.00000,0.00000,50150.89831
"1","PHS","76",0.00000,3693.58740,13221.45725
"1","H2","76",0.00000,1746.64479,1037300.64269
"1","Li-Ion","77",0.00000,0.00000,2781.58667
"1","CAES","77",0.00000,5577.43593,43135.85681
"1","PHS","77",0.00000,0.00000,13221.45725
"1","H2","77",0.00000,0.00000,1037300.64269
"1","Li-Ion","78",0.00000,0.00000,2781.58667
"1","CAES","78",0.00000,0.00000,43135.85681
"1","PHS","78",0.00000,0.00000,13221.45725
"1","H2","78",0.00000,7325.33890,1026257.27878
"1","Li-Ion","79",0.00000,2579.53736,0.00000
"1","CAES","79",0.00000,0.00000,43135.85681
"1","PHS","79",0.00000,0.00000,13221.45725
"1","H2","79",0.00000,4444.98365,1019556.21379
"1","Li-Ion","80",132.07087,0.00000,122.47749
"1","CAES","80",0.00000,0.00000,43135.85681
"1","PHS","80",693.89732,0.00000,13835.07595
"1","H2","80",0.00000,0.00000,1019556.21379
"1","Li-Ion","81",3226.36238,0.00000,3114.48287
"1","CAES","81",0.00000,0.00000,43135.85681
"1","PHS","81",2586.53053,0.00000,16122.36466
"1","H2","81",0.00000,0.00000,1019556.21379
"1","Li-Ion","82",0.00000,0.00000,3114.48287
"1","CAES","82",0.00000,0.00000,43135.85681
"1","PHS","82",3312.25065,0.00000,19051.41321
"1","H2","82",0.00000,0.00000,1019556.21379
"1","Li-Ion","83",0.00000,0.00000,3114.48287
"1","CAES","83",0.00000,0.00000,43135.85681
"1","PHS","83",2285.09302,0.00000,21072.13842
"1","H2","83",0.00000,0.00000,1019556.21379
"1","Li-Ion","84",2490.99403,0.00000,5424.53571
"1","CAES","84",0.00000,0.00000,43135.85681
"1","PHS","84",0.00000,0.00000,21072.13842
"1","H2","84",0.00000,0.00000,1019556.21379
"1","Li-Ion","85",412.50215,0.00000,5807.07447
"1","CAES","85",0.00000,0.00000,43135.85681
"1","PHS","85",3693.58740,0.00000,24338.40598
"1","H2","85",0.00000,0.00000,1019556.21379
"1","Li-Ion","86",3226.36238,0.00000,8799.07986
"1","CAES","86",0.00000,0.00000,43135.85681
"1","PHS","86",574.69290,0.00000,24846.61130
"1","H2","86",0.00000,0.00000,1019556.21379
"1","Li-Ion","87",0.00000,0.00000,8799.07986
"1","CAES","87",0.00000,0.00000,43135.85681
"1","PHS","87",242.29697,0.00000,25060.87636
"1","H2","87",0.00000,0.00000,1019556.21379
"1","Li-Ion","88",0.00000,0.00000,8799.07986
"1","CAES","88",0.00000,0.00000,43135.85681
"1","PHS","88",0.00000,0.00000,25060.87636
"1","H2","88",0.00000,9033.97355,1005936.98623
"1","Li-Ion","89",0.00000,0.00000,8799.07986
"1","CAES","89",0.00000,0.00000,43135.85681
"1","PHS","89",0.00000,3693.58740,20884.06363
"1","H2","89",0.00000,10719.87862,989776.16116
"1","Li-Ion","90",0.00000,0.00000,8799.07986
"1","CAES","90",0.00000,4467.18889,37517.23280
"1","PHS","90",0.00000,3693.58740,16707.25091
"1","H2","90",0.00000,10740.41045,973584.38317
"1","Li-Ion","91",0.00000,0.00000,8799.07986
"1","CAES","91",0.00000,5900.62355,30095.70083
"1","PHS","91",0.00000,3693.58740,12530.43818
"1","H2","91",0.00000,10740.41045,957392.60519
"1","Li-Ion","92",0.00000,0.00000,8799.07986
"1","CAES","92",0.00000,6141.82022,22370.80282
"1","PHS","92",0.00000,3693.58740,8353.62545
"1","H2","92",0.00000,10740.41045,941200.82720
"1","Li-Ion","93",0.00000,3226.36238,5320.00382
"1","CAES","93",0.00000,2263.72010,19523.60016
"1","PHS","93",0.00000,3693.58740,4176.81273
"1","H2","93",0.00000,10740.41045,925009.04922
"1","Li-Ion","94",0.00000,0.00000,5320.00382
"1","CAES","94",0.00000,7468.31410,10130.29938
"1","PHS","94",0.00000,0.00000,4176.81273
"1","H2","94",0.00000,10740.41045,908817.27123
"1","Li-Ion","95",0.00000,3226.36238,1840.92779
"1","CAES","95",0.00000,0.00000,10130.29938
"1","PHS","95",0.00000,3693.58740,0.00000
"1","H2","95",0.00000,7325.39250,897773.82652
"1","Li-Ion","96",0.00000,0.00000,1840.92779
"1","CAES","96",0.00000,1325.85053,8462.70577
"1","PHS","96",0.00000,0.00000,0.00000
"1","H2","96",0.00000,10740.41045,881582.04854
"1","Li-Ion","97",0.00000,0.00000,1840.92779
"1","CAES","97",0.00000,0.00000,8462.70577
"1","PHS","97",0.00000,0.00000,0.00000
"1","H2","97",0.00000,9946.27294,866587.47790
"1","Li-Ion","98",0.00000,0.00000,1840.92779
"1","CAES","98",0.00000,0.00000,8462.70577
"1","PHS","98",0.00000,0.00000,0.00000
"1","H2","98",0.00000,7578.99757,855161.70917
"1","Li-Ion","99",0.00000,0.00000,1840.92779
"1","CAES","99",0.00000,6728.42766,0.00000
"1","PHS","99",0.00000,0.00000,0.00000
"1","H2","99",0.00000,0.00000,855161.70917
"1","Li-Ion","100",0.00000,0.00000,1840.92779
"1","CAES","100",0.00000,0.00000,0.00000
"1","PHS","100",0.00000,0.00000,0.00000
"1","H2","100",0.00000,6094.33380,845974.15528
"1","Li-Ion","101",0.00000,0.00000,1840.92779
"1","CAES","101",0.00000,0.00000,0.00000
"1","PHS","101",0.00000,0.00000,0.00000
"1","H2","101",0.00000,5185.61893,838156.54059
"1","Li-Ion","102",0.00000,0.00000,1840.92779
"1","CAES","102",0.00000,0.00000,0.00000
"1","PHS","102",0.00000,0.00000,0.00000
"1","H2","102",0.00000,5597.23743,829718.38768
"1","Li-Ion","103",0.00000,1707.20620,0.00000
"1","CAES","103",0.00000,0.00000,0.00000
"1","PHS","103",0.00000,0.00000,0.00000
"1","H2","103",0.00000,3698.16215,824143.19847
"1","Li-Ion","104",581.11280,0.00000,538.90184
"1","CAES","104",0.00000,0.00000,0.00000
"1","PHS","104",2007.53347,0.00000,1775.27718
"1","H2","104",0.00000,0.00000,824143.19847
"1","Li-Ion","105",3226.36238,0.00000,3530.90723
"1","CAES","105",0.00000,0.00000,0.00000
"1","PHS","105",2322.67937,0.00000,3829.24029
"1","H2","105",0.00000,0.00000,824143.19847
"1","Li-Ion","106",0.00000,0.00000,3530.90723
"1","CAES","106",0.00000,0.00000,0.00000
"1","PHS","106",2007.08526,0.00000,5604.12111
"1","H2","106",0.00000,0.00000,824143.19847
"1","Li-Ion","107",0.00000,469.08198,3025.08312
"1","CAES","107",0.00000,0.00000,0.00000
"1","PHS","107",0.00000,0.00000,5604.12111
"1","H2","107",0.00000,0.00000,824143.19847
"1","Li-Ion","108",0.00000,194.75901,2815.06908
"1","CAES","108",0.00000,0.00000,0.00000
"1","PHS","108",0.00000,0.00000,5604.12111
"1","H2","108",0.00000,0.00000,824143.19847
"1","Li-Ion","109",0.00000,0.00000,2815.06908
"1","CAES","109",0.00000,0.00000,0.00000
"1","PHS","109",3586.18151,0.00000,8775.40882
"1","H2","109",0.00000,0.00000,824143.19847
"1","Li-Ion","110",3226.36238,0.00000,5807.07447
"1","CAES","110",0.00000,0.00000,0.00000
"1","PHS","110",3282.74958,0.00000,11678.36935
"1","H2","110",3701.26471,0.00000,826598.33973
"1","Li-Ion","111",3226.36238,0.00000,8799.07986
"1","CAES","111",33.96317,0.00000,27.00303
"1","PHS","111",3693.58740,0.00000,14944.63690
"1","H2","111",3701.26471,0.00000,829053.48099
"1","Li-Ion","112",0.00000,0.00000,8799.07986
"1","CAES","112",0.00000,0.00000,27.00303
"1","PHS","112",2103.92838,0.00000,16805.15684
"1","H2","112",983.76785,0.00000,829706.03875
"1","Li-Ion","113",0.00000,163.71901,8622.53711
"1","CAES","113",0.00000,0.00000,27.00303
"1","PHS","113",0.00000,3693.58740,12628.34411
"1","H2","113",0.00000,0.00000,829706.03875
"1","Li-Ion","114",0.00000,3226.36238,5143.46107
"1","CAES","114",0.00000,0.00000,27.00303
"1","PHS","114",0.00000,2186.41977,10155.87902
"1","H2","114",0.00000,0.00000,829706.03875
"1","Li-Ion","115",0.00000,0.00000,5143.46107
"1","CAES","115",0.00000,0.00000,27.00303
"1","PHS","115",0.00000,3506.51281,6190.61551
"1","H2","115",0.00000,0.00000,829706.03875
"1","Li-Ion","116",0.00000,3226.36238,1664.38504
"1","CAES","116",0.00000,0.00000,27.00303
"1","PHS","116",0.00000,275.34872,5879.24341
"1","H2","116",0.00000,0.00000,829706.03875
"1","Li-Ion","117",0.00000,1543.48719,0.00000
"1","CAES","117",0.00000,0.00000,27.00303
"1","PHS","117",0.00000,2537.68317,3009.55976
"1","H2","117",0.00000,0.00000,829706.03875
"1","Li-Ion","118",0.00000,0.00000,0.00000
"1","CAES","118",0.00000,21.46925,0.00000
"1","PHS","118",0.00000,2661.37669,0.00000
"1","H2","118",0.00000,0.00000,829706.03875
"1","Li-Ion","119",0.00000,0.00000,0.00000
"1","CAES","119",0.00000,0.00000,0.00000
"1","PHS","119",0.00000,0.00000,0.00000
"1","H2","119",480.43547,0.00000,830024.72359
"1","Li-Ion","120",0.00000,0.00000,0.00000
"1","CAES","120",0.00000,0.00000,0.00000
"1","PHS","120",0.00000,0.00000,0.00000
"1","H2","120",3641.88999,0.00000,832440.48012
"1","Li-Ion","121",0.00000,0.00000,0.00000
"1","CAES","121",2027.28982,0.00000,1611.83353
"1","PHS","121",452.03604,0.00000,399.73893
"1","H2","121",3701.26471,0.00000,834895.62138
"1","Li-Ion","122",1044.43925,0.00000,968.57311
"1","CAES","122",0.00000,0.00000,1611.83353
"1","PHS","122",2633.03270,0.00000,2728.14985
"1","H2","122",3701.26471,0.00000,837350.76263
"1","Li-Ion","123",0.00000,0.00000,968.57311
"1","CAES","123",0.00000,0.00000,1611.83353
"1","PHS","123",2995.86005,0.00000,5377.41178
"1","H2","123",3701.26471,0.00000,839805.90389
"1","Li-Ion","124",0.00000,0.00000,968.57311
"1","CAES","124",3008.69577,0.00000,4003.95165
"1","PHS","124",0.00000,0.00000,5377.41178
"1","H2","124",3701.26471,0.00000,842261.04515
"1","Li-Ion","125",0.00000,0.00000,968.57311
"1","CAES","125",0.00000,0.00000,4003.95165
"1","PHS","125",820.90972,0.00000,6103.34852
"1","H2","125",3701.26471,0.00000,844716.18641
"1","Li-Ion","126",0.00000,898.21775,0.00000
"1","CAES","126",0.00000,0.00000,4003.95165
"1","PHS","126",0.00000,0.00000,6103.34852
"1","H2","126",3701.26471,0.00000,847171.32766
"1","Li-Ion","127",0.00000,0.00000,0.00000
"1","CAES","127",1396.88602,0.00000,5114.57121
"1","PHS","127",0.00000,0.00000,6103.34852
"1","H2","127",3701.26471,0.00000,849626.46892
"1","Li-Ion","128",3226.36238,0.00000,2992.00539
"1","CAES","128",3346.51636,0.00000,7775.27972
"1","PHS","128",3693.58740,0.00000,9369.61607
"1","H2","128",3701.26471,0.00000,852081.61018
"1","Li-Ion","129",610.88035,0.00000,3558.51252
"1","CAES","129",3346.51636,0.00000,10435.98823
"1","PHS","129",3693.58740,0.00000,12635.88362
"1","H2","129",3701.26471,0.00000,854536.75144
"1","Li-Ion","130",0.00000,0.00000,3558.51252
"1","CAES","130",3346.51636,0.00000,13096.69674
"1","PHS","130",3693.58740,0.00000,15902.15118
"1","H2","130",3701.26471,0.00000,856991.89269
"1","Li-Ion","131",3226.36238,0.00000,6550.51790
"1","CAES","131",3346.51636,0.00000,15757.40525
"1","PHS","131",3693.58740,0.00000,19168.41873
"1","H2","131",3701.26471,0.00000,859447.03395
"1","Li-Ion","132",0.00000,0.00000,6550.51790
"1","CAES","132",3346.51636,0.00000,18418.11376
"1","PHS","132",3693.58740,0.00000,22434.68628
"1","H2","132",3701.26471,0.00000,861902.17521
"1","Li-Ion","133",2424.68671,0.00000,8799.07986
"1","CAES","133",3346.51636,0.00000,21078.82227
"1","PHS","133",3693.58740,0.00000,25700.95383
"1","H2","133",3701.26471,0.00000,864357.31647
"1","Li-Ion","134",0.00000,0.00000,8799.07986
"1","CAES","134",3346.51636,0.00000,23739.53078
"1","PHS","134",3693.58740,0.00000,28967.22138
