"Scenario","Technology","Hour","Charging power (MW)","Disharging power (MW)","State of charge (MWh)"
"1","PHS","1895",0.00000,3693.58740,4683.15722
"1","H2","1895",3701.26471,0.00000,2487602.22781
"1","Li-Ion","1896",0.00000,0.00000,0.00000
"1","CAES","1896",0.00000,0.00000,16605.85796
"1","PHS","1896",0.00000,2763.89832,1557.66310
"1","H2","1896",3701.26471,0.00000,2490057.36907
"1","Li-Ion","1897",0.00000,0.00000,0.00000
"1","CAES","1897",0.00000,0.00000,16605.85796
"1","PHS","1897",0.00000,1377.45338,0.00000
"1","H2","1897",3701.26471,0.00000,2492512.51032
"1","Li-Ion","1898",0.00000,0.00000,0.00000
"1","CAES","1898",0.00000,0.00000,16605.85796
"1","PHS","1898",0.00000,0.00000,0.00000
"1","H2","1898",3701.26471,0.00000,2494967.65158
"1","Li-Ion","1899",0.00000,0.00000,0.00000
"1","CAES","1899",0.00000,0.00000,16605.85796
"1","PHS","1899",1813.14451,0.00000,1603.37754
"1","H2","1899",3701.26471,0.00000,2497422.79284
"1","Li-Ion","1900",0.00000,0.00000,0.00000
"1","CAES","1900",0.00000,0.00000,16605.85796
"1","PHS","1900",0.00000,0.00000,1603.37754
"1","H2","1900",3701.26471,0.00000,2499877.93410
"1","Li-Ion","1901",0.00000,0.00000,0.00000
"1","CAES","1901",0.00000,0.00000,16605.85796
"1","PHS","1901",0.00000,0.00000,1603.37754
"1","H2","1901",3701.26471,0.00000,2502333.07535
"1","Li-Ion","1902",0.00000,0.00000,0.00000
"1","CAES","1902",0.00000,0.00000,16605.85796
"1","PHS","1902",0.00000,0.00000,1603.37754
"1","H2","1902",3701.26471,0.00000,2504788.21661
"1","Li-Ion","1903",0.00000,0.00000,0.00000
"1","CAES","1903",0.00000,0.00000,16605.85796
"1","PHS","1903",204.75055,0.00000,1784.44002
"1","H2","1903",3701.26471,0.00000,2507243.35787
"1","Li-Ion","1904",3226.36238,0.00000,2992.00539
"1","CAES","1904",3346.51636,0.00000,19266.56647
"1","PHS","1904",0.00000,0.00000,1784.44002
"1","H2","1904",3701.26471,0.00000,2509698.49912
"1","Li-Ion","1905",0.00000,0.00000,2992.00539
"1","CAES","1905",0.00000,0.00000,19266.56647
"1","PHS","1905",0.00000,0.00000,1784.44002
"1","H2","1905",3701.26471,0.00000,2512153.64038
"1","Li-Ion","1906",0.00000,0.00000,2992.00539
"1","CAES","1906",0.00000,0.00000,19266.56647
"1","PHS","1906",0.00000,0.00000,1784.44002
"1","H2","1906",3701.26471,0.00000,2514608.78164
"1","Li-Ion","1907",0.00000,0.00000,2992.00539
"1","CAES","1907",0.00000,0.00000,19266.56647
"1","PHS","1907",0.00000,0.00000,1784.44002
"1","H2","1907",3701.26471,0.00000,2517063.92290
"1","Li-Ion","1908",0.00000,0.00000,2992.00539
"1","CAES","1908",0.00000,0.00000,19266.56647
"1","PHS","1908",0.00000,0.00000,1784.44002
"1","H2","1908",3701.26471,0.00000,2519519.06415
"1","Li-Ion","1909",0.00000,0.00000,2992.00539
"1","CAES","1909",0.00000,0.00000,19266.56647
"1","PHS","1909",0.00000,0.00000,1784.44002
"1","H2","1909",3701.26471,0.00000,2521974.20541
"1","Li-Ion","1910",0.00000,0.00000,2992.00539
"1","CAES","1910",3346.51636,0.00000,21927.27498
"1","PHS","1910",3693.58740,0.00000,5050.70758
"1","H2","1910",3701.26471,0.00000,2524429.34667
"1","Li-Ion","1911",1082.26572,0.00000,3995.65733
"1","CAES","1911",0.00000,0.00000,21927.27498
"1","PHS","1911",3693.58740,0.00000,8316.97513
"1","H2","1911",3701.26471,0.00000,2526884.48793
"1","Li-Ion","1912",0.00000,0.00000,3995.65733
"1","CAES","1912",0.00000,0.00000,21927.27498
"1","PHS","1912",0.00000,0.00000,8316.97513
"1","H2","1912",3701.26471,0.00000,2529339.62918
"1","Li-Ion","1913",1953.30133,0.00000,5807.07447
"1","CAES","1913",0.00000,0.00000,21927.27498
"1","PHS","1913",3693.58740,0.00000,11583.24268
"1","H2","1913",3701.26471,0.00000,2531794.77044
"1","Li-Ion","1914",0.00000,0.00000,5807.07447
"1","CAES","1914",0.00000,0.00000,21927.27498
"1","PHS","1914",0.00000,7.41623,11574.85620
"1","H2","1914",3701.26471,0.00000,2534249.91170
"1","Li-Ion","1915",0.00000,0.00000,5807.07447
"1","CAES","1915",0.00000,0.00000,21927.27498
"1","PHS","1915",0.00000,927.33425,10526.20049
"1","H2","1915",3701.26471,0.00000,2536705.05296
"1","Li-Ion","1916",0.00000,0.00000,5807.07447
"1","CAES","1916",0.00000,0.00000,21927.27498
"1","PHS","1916",0.00000,975.76955,9422.77279
"1","H2","1916",3701.26471,0.00000,2539160.19421
"1","Li-Ion","1917",0.00000,0.00000,5807.07447
"1","CAES","1917",0.00000,0.00000,21927.27498
"1","PHS","1917",0.00000,0.00000,9422.77279
"1","H2","1917",3701.26471,0.00000,2541615.33547
"1","Li-Ion","1918",0.00000,0.00000,5807.07447
"1","CAES","1918",0.00000,0.00000,21927.27498
"1","PHS","1918",0.00000,0.00000,9422.77279
"1","H2","1918",3701.26471,0.00000,2544070.47673
"1","Li-Ion","1919",0.00000,0.00000,5807.07447
"1","CAES","1919",0.00000,0.00000,21927.27498
"1","PHS","1919",0.00000,0.00000,9422.77279
"1","H2","1919",3701.26471,0.00000,2546525.61799
"1","Li-Ion","1920",0.00000,0.00000,5807.07447
"1","CAES","1920",0.00000,0.00000,21927.27498
"1","PHS","1920",0.00000,0.00000,9422.77279
"1","H2","1920",3701.26471,0.00000,2548980.75924
"1","Li-Ion","1921",0.00000,0.00000,5807.07447
"1","CAES","1921",0.00000,0.00000,21927.27498
"1","PHS","1921",0.00000,0.00000,9422.77279
"1","H2","1921",3701.26471,0.00000,2551435.90050
"1","Li-Ion","1922",0.00000,0.00000,5807.07447
"1","CAES","1922",0.00000,0.00000,21927.27498
"1","PHS","1922",3693.58740,0.00000,12689.04034
"1","H2","1922",3701.26471,0.00000,2553891.04176
"1","Li-Ion","1923",0.00000,0.00000,5807.07447
"1","CAES","1923",0.00000,0.00000,21927.27498
"1","PHS","1923",3693.58740,0.00000,15955.30789
"1","H2","1923",3701.26471,0.00000,2556346.18302
"1","Li-Ion","1924",0.00000,0.00000,5807.07447
"1","CAES","1924",0.00000,0.00000,21927.27498
"1","PHS","1924",3693.58740,0.00000,19221.57544
"1","H2","1924",3701.26471,0.00000,2558801.32427
"1","Li-Ion","1925",0.00000,0.00000,5807.07447
"1","CAES","1925",0.00000,0.00000,21927.27498
"1","PHS","1925",0.00000,0.00000,19221.57544
"1","H2","1925",3701.26471,0.00000,2561256.46553
"1","Li-Ion","1926",0.00000,0.00000,5807.07447
"1","CAES","1926",0.00000,0.00000,21927.27498
"1","PHS","1926",0.00000,0.00000,19221.57544
"1","H2","1926",3701.26471,0.00000,2563711.60679
"1","Li-Ion","1927",0.00000,0.00000,5807.07447
"1","CAES","1927",0.00000,0.00000,21927.27498
"1","PHS","1927",0.00000,0.00000,19221.57544
"1","H2","1927",3701.26471,0.00000,2566166.74805
"1","Li-Ion","1928",0.00000,0.00000,5807.07447
"1","CAES","1928",3346.51636,0.00000,24587.98349
"1","PHS","1928",0.00000,0.00000,19221.57544
"1","H2","1928",3701.26471,0.00000,2568621.88930
"1","Li-Ion","1929",0.00000,0.00000,5807.07447
"1","CAES","1929",0.00000,0.00000,24587.98349
"1","PHS","1929",0.00000,0.00000,19221.57544
"1","H2","1929",3701.26471,0.00000,2571077.03056
"1","Li-Ion","1930",0.00000,0.00000,5807.07447
"1","CAES","1930",0.00000,0.00000,24587.98349
"1","PHS","1930",3693.58740,0.00000,22487.84300
"1","H2","1930",3701.26471,0.00000,2573532.17182
"1","Li-Ion","1931",0.00000,0.00000,5807.07447
"1","CAES","1931",0.00000,0.00000,24587.98349
"1","PHS","1931",0.00000,0.00000,22487.84300
"1","H2","1931",3701.26471,0.00000,2575987.31307
"1","Li-Ion","1932",0.00000,0.00000,5807.07447
"1","CAES","1932",0.00000,0.00000,24587.98349
"1","PHS","1932",0.00000,0.00000,22487.84300
"1","H2","1932",3701.26471,0.00000,2578442.45433
"1","Li-Ion","1933",0.00000,0.00000,5807.07447
"1","CAES","1933",0.00000,0.00000,24587.98349
"1","PHS","1933",3693.58740,0.00000,25754.11055
"1","H2","1933",3701.26471,0.00000,2580897.59559
"1","Li-Ion","1934",3226.36238,0.00000,8799.07986
"1","CAES","1934",0.00000,0.00000,24587.98349
"1","PHS","1934",0.00000,0.00000,25754.11055
"1","H2","1934",3701.26471,0.00000,2583352.73685
"1","Li-Ion","1935",0.00000,0.00000,8799.07986
"1","CAES","1935",0.00000,0.00000,24587.98349
"1","PHS","1935",3693.58740,0.00000,29020.37810
"1","H2","1935",3701.26471,0.00000,2585807.87810
"1","Li-Ion","1936",0.00000,0.00000,8799.07986
"1","CAES","1936",0.00000,0.00000,24587.98349
"1","PHS","1936",3693.58740,0.00000,32286.64565
"1","H2","1936",3701.26471,0.00000,2588263.01936
"1","Li-Ion","1937",0.00000,0.00000,8799.07986
"1","CAES","1937",0.00000,0.00000,24587.98349
"1","PHS","1937",0.00000,0.00000,32286.64565
"1","H2","1937",3701.26471,0.00000,2590718.16062
"1","Li-Ion","1938",0.00000,0.00000,8799.07986
"1","CAES","1938",0.00000,0.00000,24587.98349
"1","PHS","1938",0.00000,0.00000,32286.64565
"1","H2","1938",3701.26471,0.00000,2593173.30188
"1","Li-Ion","1939",0.00000,0.00000,8799.07986
"1","CAES","1939",0.00000,0.00000,24587.98349
"1","PHS","1939",0.00000,0.00000,32286.64565
"1","H2","1939",3701.26471,0.00000,2595628.44313
"1","Li-Ion","1940",0.00000,0.00000,8799.07986
"1","CAES","1940",0.00000,0.00000,24587.98349
"1","PHS","1940",0.00000,202.38455,32057.78350
"1","H2","1940",3701.26471,0.00000,2598083.58439
"1","Li-Ion","1941",0.00000,0.00000,8799.07986
"1","CAES","1941",0.00000,0.00000,24587.98349
"1","PHS","1941",0.00000,286.73250,31733.53831
"1","H2","1941",3701.26471,0.00000,2600538.72565
"1","Li-Ion","1942",0.00000,0.00000,8799.07986
"1","CAES","1942",0.00000,0.00000,24587.98349
"1","PHS","1942",0.00000,974.60958,30631.42233
"1","H2","1942",3701.26471,0.00000,2602993.86691
"1","Li-Ion","1943",0.00000,0.00000,8799.07986
"1","CAES","1943",0.00000,0.00000,24587.98349
"1","PHS","1943",0.00000,1232.48895,29237.68909
"1","H2","1943",3701.26471,0.00000,2605449.00816
"1","Li-Ion","1944",0.00000,0.00000,8799.07986
"1","CAES","1944",0.00000,0.00000,24587.98349
"1","PHS","1944",0.00000,3693.58740,25060.87636
"1","H2","1944",2523.86893,0.00000,2607123.15342
"1","Li-Ion","1945",0.00000,2062.65357,6574.86330
"1","CAES","1945",0.00000,0.00000,24587.98349
"1","PHS","1945",0.00000,3693.58740,20884.06363
"1","H2","1945",3701.26471,0.00000,2609578.29467
"1","Li-Ion","1946",0.00000,2791.92411,3564.25411
"1","CAES","1946",0.00000,0.00000,24587.98349
"1","PHS","1946",0.00000,3693.58740,16707.25091
"1","H2","1946",3701.26471,0.00000,2612033.43593
"1","Li-Ion","1947",0.00000,78.99090,3479.07603
"1","CAES","1947",0.00000,0.00000,24587.98349
"1","PHS","1947",0.00000,3693.58740,12530.43818
"1","H2","1947",643.21413,0.00000,2612460.09592
"1","Li-Ion","1948",0.00000,3226.36238,0.00000
"1","CAES","1948",0.00000,0.00000,24587.98349
"1","PHS","1948",0.00000,3693.58740,8353.62545
"1","H2","1948",2573.18382,0.00000,2614166.95297
"1","Li-Ion","1949",0.00000,0.00000,0.00000
"1","CAES","1949",0.00000,0.00000,24587.98349
"1","PHS","1949",0.00000,3693.58740,4176.81273
"1","H2","1949",53.64239,0.00000,2614202.53530
"1","Li-Ion","1950",0.00000,0.00000,0.00000
"1","CAES","1950",0.00000,0.00000,24587.98349
"1","PHS","1950",0.00000,3693.58740,0.00000
"1","H2","1950",2339.10905,0.00000,2615754.12471
"1","Li-Ion","1951",0.00000,0.00000,0.00000
"1","CAES","1951",3346.51636,0.00000,27248.69200
"1","PHS","1951",0.00000,0.00000,0.00000
"1","H2","1951",3701.26471,0.00000,2618209.26597
"1","Li-Ion","1952",0.00000,0.00000,0.00000
"1","CAES","1952",0.00000,0.00000,27248.69200
"1","PHS","1952",0.00000,0.00000,0.00000
"1","H2","1952",3701.26471,0.00000,2620664.40723
"1","Li-Ion","1953",0.00000,0.00000,0.00000
"1","CAES","1953",0.00000,0.00000,27248.69200
"1","PHS","1953",0.00000,0.00000,0.00000
"1","H2","1953",3701.26471,0.00000,2623119.54849
"1","Li-Ion","1954",0.00000,0.00000,0.00000
"1","CAES","1954",0.00000,0.00000,27248.69200
"1","PHS","1954",0.00000,0.00000,0.00000
"1","H2","1954",3701.26471,0.00000,2625574.68974
"1","Li-Ion","1955",0.00000,0.00000,0.00000
"1","CAES","1955",0.00000,0.00000,27248.69200
"1","PHS","1955",0.00000,0.00000,0.00000
"1","H2","1955",3701.26471,0.00000,2628029.83100
"1","Li-Ion","1956",0.00000,0.00000,0.00000
"1","CAES","1956",546.47706,0.00000,27683.17849
"1","PHS","1956",0.00000,0.00000,0.00000
"1","H2","1956",3701.26471,0.00000,2630484.97226
"1","Li-Ion","1957",0.00000,0.00000,0.00000
"1","CAES","1957",0.00000,0.00000,27683.17849
"1","PHS","1957",3693.58740,0.00000,3266.26755
"1","H2","1957",3701.26471,0.00000,2632940.11352
"1","Li-Ion","1958",0.00000,0.00000,0.00000
"1","CAES","1958",0.00000,0.00000,27683.17849
"1","PHS","1958",0.00000,0.00000,3266.26755
"1","H2","1958",3701.26471,0.00000,2635395.25477
"1","Li-Ion","1959",0.00000,0.00000,0.00000
"1","CAES","1959",0.00000,0.00000,27683.17849
"1","PHS","1959",381.39742,0.00000,3603.54021
"1","H2","1959",3701.26471,0.00000,2637850.39603
"1","Li-Ion","1960",0.00000,0.00000,0.00000
"1","CAES","1960",0.00000,0.00000,27683.17849
"1","PHS","1960",0.00000,0.00000,3603.54021
"1","H2","1960",3701.26471,0.00000,2640305.53729
"1","Li-Ion","1961",0.00000,0.00000,0.00000
"1","CAES","1961",0.00000,0.00000,27683.17849
"1","PHS","1961",0.00000,0.00000,3603.54021
"1","H2","1961",3701.26471,0.00000,2642760.67855
"1","Li-Ion","1962",0.00000,0.00000,0.00000
"1","CAES","1962",0.00000,0.00000,27683.17849
"1","PHS","1962",0.00000,0.00000,3603.54021
"1","H2","1962",3701.26471,0.00000,2645215.81980
"1","Li-Ion","1963",0.00000,0.00000,0.00000
"1","CAES","1963",0.00000,0.00000,27683.17849
"1","PHS","1963",3693.58740,0.00000,6869.80776
"1","H2","1963",3701.26471,0.00000,2647670.96106
"1","Li-Ion","1964",0.00000,0.00000,0.00000
"1","CAES","1964",0.00000,0.00000,27683.17849
"1","PHS","1964",0.00000,0.00000,6869.80776
"1","H2","1964",3701.26471,0.00000,2650126.10232
"1","Li-Ion","1965",0.00000,0.00000,0.00000
"1","CAES","1965",0.00000,0.00000,27683.17849
"1","PHS","1965",0.00000,1201.95197,5510.60659
"1","H2","1965",3701.26471,0.00000,2652581.24358
"1","Li-Ion","1966",0.00000,0.00000,0.00000
"1","CAES","1966",0.00000,0.00000,27683.17849
"1","PHS","1966",0.00000,749.19189,4663.39929
"1","H2","1966",3701.26471,0.00000,2655036.38483
"1","Li-Ion","1967",0.00000,0.00000,0.00000
"1","CAES","1967",0.00000,0.00000,27683.17849
"1","PHS","1967",0.00000,0.00000,4663.39929
"1","H2","1967",3701.26471,0.00000,2657491.52609
"1","Li-Ion","1968",0.00000,0.00000,0.00000
"1","CAES","1968",0.00000,0.00000,27683.17849
"1","PHS","1968",0.00000,0.00000,4663.39929
"1","H2","1968",3701.26471,0.00000,2659946.66735
"1","Li-Ion","1969",0.00000,0.00000,0.00000
"1","CAES","1969",0.00000,0.00000,27683.17849
"1","PHS","1969",3693.58740,0.00000,7929.66685
"1","H2","1969",3701.26471,0.00000,2662401.80861
"1","Li-Ion","1970",0.00000,0.00000,0.00000
"1","CAES","1970",0.00000,0.00000,27683.17849
"1","PHS","1970",0.00000,0.00000,7929.66685
"1","H2","1970",3701.26471,0.00000,2664856.94986
"1","Li-Ion","1971",0.00000,0.00000,0.00000
"1","CAES","1971",3346.51636,0.00000,30343.88700
"1","PHS","1971",3693.58740,0.00000,11195.93440
"1","H2","1971",3701.26471,0.00000,2667312.09112
"1","Li-Ion","1972",0.00000,0.00000,0.00000
"1","CAES","1972",0.00000,0.00000,30343.88700
"1","PHS","1972",0.00000,0.00000,11195.93440
"1","H2","1972",3701.26471,0.00000,2669767.23238
"1","Li-Ion","1973",0.00000,0.00000,0.00000
"1","CAES","1973",0.00000,0.00000,30343.88700
"1","PHS","1973",0.00000,0.00000,11195.93440
"1","H2","1973",3701.26471,0.00000,2672222.37364
"1","Li-Ion","1974",0.00000,0.00000,0.00000
"1","CAES","1974",0.00000,0.00000,30343.88700
"1","PHS","1974",0.00000,0.00000,11195.93440
"1","H2","1974",3701.26471,0.00000,2674677.51489
"1","Li-Ion","1975",0.00000,0.00000,0.00000
"1","CAES","1975",0.00000,0.00000,30343.88700
"1","PHS","1975",3693.58740,0.00000,14462.20195
"1","H2","1975",3701.26471,0.00000,2677132.65615
"1","Li-Ion","1976",0.00000,0.00000,0.00000
"1","CAES","1976",0.00000,0.00000,30343.88700
"1","PHS","1976",0.00000,0.00000,14462.20195
"1","H2","1976",3701.26471,0.00000,2679587.79741
"1","Li-Ion","1977",0.00000,0.00000,0.00000
"1","CAES","1977",0.00000,0.00000,30343.88700
"1","PHS","1977",302.98716,0.00000,14730.13581
"1","H2","1977",3701.26471,0.00000,2682042.93866
"1","Li-Ion","1978",0.00000,0.00000,0.00000
"1","CAES","1978",0.00000,0.00000,30343.88700
"1","PHS","1978",0.00000,0.00000,14730.13581
"1","H2","1978",3701.26471,0.00000,2684498.07992
"1","Li-Ion","1979",0.00000,0.00000,0.00000
"1","CAES","1979",0.00000,0.00000,30343.88700
"1","PHS","1979",0.00000,0.00000,14730.13581
"1","H2","1979",3701.26471,0.00000,2686953.22118
"1","Li-Ion","1980",0.00000,0.00000,0.00000
"1","CAES","1980",0.00000,0.00000,30343.88700
"1","PHS","1980",1309.01912,0.00000,15887.71141
"1","H2","1980",3701.26471,0.00000,2689408.36244
"1","Li-Ion","1981",0.00000,0.00000,0.00000
"1","CAES","1981",0.00000,0.00000,30343.88700
"1","PHS","1981",0.00000,0.00000,15887.71141
"1","H2","1981",3701.26471,0.00000,2691863.50369
"1","Li-Ion","1982",3038.10529,0.00000,2817.42295
"1","CAES","1982",0.00000,0.00000,30343.88700
"1","PHS","1982",0.00000,0.00000,15887.71141
"1","H2","1982",3701.26471,0.00000,2694318.64495
"1","Li-Ion","1983",0.00000,0.00000,2817.42295
"1","CAES","1983",0.00000,0.00000,30343.88700
"1","PHS","1983",0.00000,0.00000,15887.71141
"1","H2","1983",3701.26471,0.00000,2696773.78621
"1","Li-Ion","1984",0.00000,0.00000,2817.42295
"1","CAES","1984",0.00000,0.00000,30343.88700
"1","PHS","1984",0.00000,0.00000,15887.71141
"1","H2","1984",3701.26471,0.00000,2699228.92747
"1","Li-Ion","1985",0.00000,0.00000,2817.42295
"1","CAES","1985",0.00000,0.00000,30343.88700
"1","PHS","1985",0.00000,0.00000,15887.71141
"1","H2","1985",3701.26471,0.00000,2701684.06872
"1","Li-Ion","1986",0.00000,0.00000,2817.42295
"1","CAES","1986",0.00000,0.00000,30343.88700
"1","PHS","1986",0.00000,0.00000,15887.71141
"1","H2","1986",3701.26471,0.00000,2704139.20998
"1","Li-Ion","1987",0.00000,0.00000,2817.42295
"1","CAES","1987",0.00000,0.00000,30343.88700
"1","PHS","1987",0.00000,0.00000,15887.71141
"1","H2","1987",3701.26471,0.00000,2706594.35124
"1","Li-Ion","1988",0.00000,0.00000,2817.42295
"1","CAES","1988",0.00000,0.00000,30343.88700
"1","PHS","1988",0.00000,0.00000,15887.71141
"1","H2","1988",3701.26471,0.00000,2709049.49250
"1","Li-Ion","1989",0.00000,0.00000,2817.42295
"1","CAES","1989",0.00000,0.00000,30343.88700
"1","PHS","1989",0.00000,0.00000,15887.71141
"1","H2","1989",3701.26471,0.00000,2711504.63375
"1","Li-Ion","1990",0.00000,0.00000,2817.42295
"1","CAES","1990",0.00000,0.00000,30343.88700
"1","PHS","1990",0.00000,0.00000,15887.71141
"1","H2","1990",3701.26471,0.00000,2713959.77501
"1","Li-Ion","1991",0.00000,0.00000,2817.42295
"1","CAES","1991",0.00000,0.00000,30343.88700
"1","PHS","1991",0.00000,0.00000,15887.71141
"1","H2","1991",3701.26471,0.00000,2716414.91627
"1","Li-Ion","1992",0.00000,0.00000,2817.42295
"1","CAES","1992",0.00000,0.00000,30343.88700
"1","PHS","1992",0.00000,0.00000,15887.71141
"1","H2","1992",3701.26471,0.00000,2718870.05753
"1","Li-Ion","1993",0.00000,0.00000,2817.42295
"1","CAES","1993",0.00000,0.00000,30343.88700
"1","PHS","1993",0.00000,0.00000,15887.71141
"1","H2","1993",3701.26471,0.00000,2721325.19878
"1","Li-Ion","1994",0.00000,0.00000,2817.42295
"1","CAES","1994",0.00000,0.00000,30343.88700
"1","PHS","1994",0.00000,0.00000,15887.71141
"1","H2","1994",3701.26471,0.00000,2723780.34004
"1","Li-Ion","1995",0.00000,0.00000,2817.42295
"1","CAES","1995",0.00000,0.00000,30343.88700
"1","PHS","1995",0.00000,0.00000,15887.71141
"1","H2","1995",3701.26471,0.00000,2726235.48130
"1","Li-Ion","1996",0.00000,0.00000,2817.42295
"1","CAES","1996",0.00000,0.00000,30343.88700
"1","PHS","1996",0.00000,0.00000,15887.71141
"1","H2","1996",3701.26471,0.00000,2728690.62256
"1","Li-Ion","1997",0.00000,0.00000,2817.42295
"1","CAES","1997",0.00000,0.00000,30343.88700
"1","PHS","1997",0.00000,0.00000,15887.71141
"1","H2","1997",3701.26471,0.00000,2731145.76381
"1","Li-Ion","1998",0.00000,0.00000,2817.42295
"1","CAES","1998",0.00000,0.00000,30343.88700
"1","PHS","1998",0.00000,0.00000,15887.71141
"1","H2","1998",3701.26471,0.00000,2733600.90507
"1","Li-Ion","1999",0.00000,0.00000,2817.42295
"1","CAES","1999",0.00000,0.00000,30343.88700
"1","PHS","1999",0.00000,0.00000,15887.71141
"1","H2","1999",3701.26471,0.00000,2736056.04633
"1","Li-Ion","2000",3226.36238,0.00000,5809.42833
"1","CAES","2000",0.00000,0.00000,30343.88700
"1","PHS","2000",0.00000,0.00000,15887.71141
"1","H2","2000",3701.26471,0.00000,2738511.18758
"1","Li-Ion","2001",0.00000,0.00000,5809.42833
"1","CAES","2001",0.00000,0.00000,30343.88700
"1","PHS","2001",0.00000,0.00000,15887.71141
"1","H2","2001",3701.26471,0.00000,2740966.32884
"1","Li-Ion","2002",0.00000,0.00000,5809.42833
"1","CAES","2002",0.00000,0.00000,30343.88700
"1","PHS","2002",0.00000,0.00000,15887.71141
"1","H2","2002",3701.26471,0.00000,2743421.47010
"1","Li-Ion","2003",0.00000,0.00000,5809.42833
"1","CAES","2003",563.50983,0.00000,30791.91571
"1","PHS","2003",0.00000,0.00000,15887.71141
"1","H2","2003",3701.26471,0.00000,2745876.61136
"1","Li-Ion","2004",0.00000,0.00000,5809.42833
"1","CAES","2004",0.00000,0.00000,30791.91571
"1","PHS","2004",0.00000,0.00000,15887.71141
"1","H2","2004",3701.26471,0.00000,2748331.75261
"1","Li-Ion","2005",0.00000,0.00000,5809.42833
"1","CAES","2005",0.00000,0.00000,30791.91571
"1","PHS","2005",1488.95954,0.00000,17204.40971
"1","H2","2005",3701.26471,0.00000,2750786.89387
"1","Li-Ion","2006",0.00000,0.00000,5809.42833
"1","CAES","2006",775.81931,0.00000,31408.74492
"1","PHS","2006",0.00000,0.00000,17204.40971
"1","H2","2006",3701.26471,0.00000,2753242.03513
"1","Li-Ion","2007",0.00000,0.00000,5809.42833
"1","CAES","2007",0.00000,0.00000,31408.74492
"1","PHS","2007",0.00000,0.00000,17204.40971
"1","H2","2007",3701.26471,0.00000,2755697.17639
"1","Li-Ion","2008",0.00000,0.00000,5809.42833
"1","CAES","2008",0.00000,0.00000,31408.74492
"1","PHS","2008",0.00000,0.00000,17204.40971
"1","H2","2008",3701.26471,0.00000,2758152.31764
"1","Li-Ion","2009",0.00000,0.00000,5809.42833
"1","CAES","2009",0.00000,0.00000,31408.74492
"1","PHS","2009",0.00000,0.00000,17204.40971
"1","H2","2009",3701.26471,0.00000,2760607.45890
"1","Li-Ion","2010",0.00000,1713.15398,3962.08689
"1","CAES","2010",0.00000,0.00000,31408.74492
"1","PHS","2010",0.00000,3693.58740,13027.59698
"1","H2","2010",3701.26471,0.00000,2763062.60016
"1","Li-Ion","2011",0.00000,2570.07541,1190.70330
"1","CAES","2011",0.00000,0.00000,31408.74492
"1","PHS","2011",0.00000,3693.58740,8850.78425
"1","H2","2011",3701.26471,0.00000,2765517.74142
"1","Li-Ion","2012",0.00000,1104.21281,0.00000
"1","CAES","2012",0.00000,0.00000,31408.74492
"1","PHS","2012",0.00000,3693.58740,4673.97153
"1","H2","2012",3701.26471,0.00000,2767972.88267
"1","Li-Ion","2013",0.00000,0.00000,0.00000
"1","CAES","2013",0.00000,0.00000,31408.74492
"1","PHS","2013",0.00000,2230.27137,2151.91781
"1","H2","2013",3701.26471,0.00000,2770428.02393
"1","Li-Ion","2014",0.00000,0.00000,0.00000
"1","CAES","2014",0.00000,0.00000,31408.74492
"1","PHS","2014",0.00000,1902.95736,0.00000
"1","H2","2014",3701.26471,0.00000,2772883.16519
"1","Li-Ion","2015",0.00000,0.00000,0.00000
"1","CAES","2015",0.00000,0.00000,31408.74492
"1","PHS","2015",0.00000,0.00000,0.00000
"1","H2","2015",3701.26471,0.00000,2775338.30645
"1","Li-Ion","2016",0.00000,0.00000,0.00000
"1","CAES","2016",0.00000,0.00000,31408.74492
"1","PHS","2016",0.00000,0.00000,0.00000
"1","H2","2016",3701.26471,0.00000,2777793.44770
"1","Li-Ion","2017",0.00000,0.00000,0.00000
"1","CAES","2017",0.00000,0.00000,31408.74492
"1","PHS","2017",0.00000,0.00000,0.00000
"1","H2","2017",3701.26471,0.00000,2780248.58896
"1","Li-Ion","2018",0.00000,0.00000,0.00000
"1","CAES","2018",0.00000,0.00000,31408.74492
"1","PHS","2018",0.00000,0.00000,0.00000
"1","H2","2018",3701.26471,0.00000,2782703.73022
"1","Li-Ion","2019",0.00000,0.00000,0.00000
"1","CAES","2019",0.00000,0.00000,31408.74492
"1","PHS","2019",0.00000,0.00000,0.00000
"1","H2","2019",3701.26471,0.00000,2785158.87148
"1","Li-Ion","2020",0.00000,0.00000,0.00000
"1","CAES","2020",0.00000,0.00000,31408.74492
"1","PHS","2020",0.00000,0.00000,0.00000
"1","H2","2020",3701.26471,0.00000,2787614.01273
"1","Li-Ion","2021",0.00000,0.00000,0.00000
"1","CAES","2021",0.00000,0.00000,31408.74492
"1","PHS","2021",0.00000,0.00000,0.00000
"1","H2","2021",3701.26471,0.00000,2790069.15399
"1","Li-Ion","2022",0.00000,0.00000,0.00000
"1","CAES","2022",0.00000,0.00000,31408.74492
"1","PHS","2022",0.00000,0.00000,0.00000
"1","H2","2022",3701.26471,0.00000,2792524.29525
"1","Li-Ion","2023",0.00000,0.00000,0.00000
"1","CAES","2023",150.99988,0.00000,31528.80011
"1","PHS","2023",0.00000,0.00000,0.00000
"1","H2","2023",3701.26471,0.00000,2794979.43651
"1","Li-Ion","2024",0.00000,0.00000,0.00000
"1","CAES","2024",3346.51636,0.00000,34189.50862
"1","PHS","2024",0.00000,0.00000,0.00000
