sc_gid,mean_cf,mean_lcoe,mean_res,capacity,latitude,longitude,lcot,total_lcoe,lcoe,trans_cap_cost,CAPEX_M,FOM_M,CAPEX_A,FOM_A,CAPEX_C,FOM_C
128893,0.248622,19.781979,5.963384,12787.96163,35.488998,-117.994003,0.672633,5.955089,5.282456,29022.25156,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
149880,0.235727,20.875071,5.718909,1093.271331,33.687,-117.295998,0.386849,5.958259,5.57141,15825.75658,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
161280,0.238836,20.543585,5.807863,4836.897405,32.664001,-116.463997,0.465585,5.964485,5.4989,19297.98469,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
135801,0.242,20.310497,5.828,5333.83892,34.754002,-118.713997,0.544608,5.971605,5.426997,22872.48025,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
136934,0.224,21.965811,5.373,927.6241599,34.43,-119.901001,0.113414,5.976509,5.863095,4408.877086,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
161782,0.245679,20.014011,5.978751,1855.24832,32.657001,-116.198998,0.631364,5.977102,5.345738,26919.10386,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
128324,0.24,20.464651,5.772,66.25886857,35.195,-119.891998,0.509186,5.981408,5.472222,21208.06829,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
127790,0.235,20.872589,5.714,2716.613611,35.278999,-119.714996,0.393969,5.982622,5.588652,16067.34272,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
139850,0.232488,21.147926,5.681772,13649.32692,34.418999,-118.605003,0.334457,5.983498,5.649041,13494.43417,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
135236,0.243814,20.142149,5.863505,27199.26555,34.801998,-118.730003,0.599237,5.985864,5.386627,25355.38591,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
87121,0.235,20.925474,5.490001,927.6241599,38.882,-119.946999,0.400851,5.989504,5.588652,16348.01333,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
151931,0.233256,21.052835,5.600694,1292.047937,33.473,-117.364998,0.360889,5.991318,5.630429,14609.01094,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
139268,0.236653,20.766592,5.723715,12887.34994,34.525002,-118.299004,0.444554,5.994171,5.549617,18257.86554,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
96933,0.221,22.194843,5.299001,3114.166823,37.745998,-121.681,0.052543,5.995227,5.942684,2015.199143,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
124614,0.242154,20.302677,5.862077,6460.239685,35.905998,-117.920998,0.572514,5.996063,5.423549,24059.76415,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
127270,0.244,20.101744,5.911,33.12943428,35.655998,-117.908997,0.614987,5.9975,5.382514,26041.6907,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
159845,0.236531,20.753109,5.7215,2120.283794,32.765999,-116.757004,0.448945,6.001418,5.552473,18428.73249,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
143738,0.233,21.069248,5.683,662.5886857,34.264999,-117.472,0.36725,6.003875,5.636625,14850.16349,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
146833,0.225,21.832441,5.579,132.5177371,34.02,-117.127998,0.167081,6.004118,5.837037,6524.15002,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
93327,0.224292,21.909498,5.293796,5333.83892,38.015999,-121.860001,0.149312,6.004777,5.855464,5811.967,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
149362,0.236317,20.817785,5.725842,14742.59826,33.735001,-117.310997,0.448727,6.006237,5.55751,18403.07861,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
96330,0.223816,21.959827,5.322601,47242.57329,37.806,-121.633003,0.140628,6.008554,5.867926,5462.287453,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
139264,0.233,21.095898,5.689,463.81208,34.466999,-118.620003,0.37451,6.011133,5.636623,15143.7224,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
149885,0.226487,21.687296,5.667233,2584.095874,33.742001,-116.976997,0.213559,6.01227,5.798711,8394.114474,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
139861,0.246886,19.909771,5.917572,25178.37006,34.678001,-117.124,0.692807,6.012412,5.319604,29683.9427,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
147338,0.226,21.706936,5.623,1358.306806,33.895,-117.560997,0.201292,6.012502,5.81121,7894.939179,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
99270,0.221,22.242626,5.223,132.5177371,37.438,-122.205002,0.070912,6.013597,5.942685,2719.737305,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
125672,0.234387,20.944925,5.678628,11297.13709,35.383999,-120.235001,0.413248,6.016515,5.603266,16809.64743,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
128328,0.230985,21.244267,5.670947,8746.170651,35.279999,-119.439003,0.34557,6.031369,5.685799,13852.65294,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
139874,0.242,20.267603,5.825,231.90604,35.019001,-114.982002,0.608519,6.035516,5.426997,25556.58681,708.548498,8.298077,533.194926,6.244445,861.625952,10.090824
